Date, Prices (EUR_MWh), Generation forecast (FR), System load forecast (FR) (MW),Day-Ahead Generation forecast wind (BE) (MWh),Grid load forecast (BE) (MW)
2016-09-06 06:00,34.37,44406,41149,128,9531
2016-09-06 07:00,42.97,47631,46973,128,10266
2016-09-06 08:00,44.63,48455,49475,120,10638
2016-09-06 09:00,50.49,49129,51725,104,10948
2016-09-06 10:00,57.17,49478,52934,85,11222
2016-09-06 11:00,59.93,49470,53793,66,11207
2016-09-06 12:00,46.81,49952,55132,53,11025
2016-09-06 13:00,45.01,49323,55968,42,10901
2016-09-06 14:00,53,48571,54856,33,10848
2016-09-06 15:00,53,48463,53693,26,10694
2016-09-06 16:00,50,48744,52963,21,10638
2016-09-06 17:00,49.94,49042,51728,17,10592
2016-09-06 18:00,52.83,49843,51316,18,10278
2016-09-06 19:00,53.11,50802,52478,24,9967
2016-09-06 20:00,55.93,51335,50711,38,10041
2016-09-06 21:00,48.47,51403,51475,61,9798
2016-09-06 22:00,42.17,49847,47978,93,9475
2016-09-06 23:00,37.33,48067,51516,121,8835
2016-09-07 00:00,27.64,46947,47515,102,8423
2016-09-07 01:00,22.95,44183,42362,122,8168
2016-09-07 02:00,22,42950,42201,132,7988
2016-09-07 03:00,22.73,41482,39077,133,7994
2016-09-07 04:00,23.18,40907,37998,133,8139
2016-09-07 05:00,24.14,42150,38576,137,8834
2016-09-07 06:00,33.85,45013,41600,140,9559
2016-09-07 07:00,37.97,48451,47126,133,10254
2016-09-07 08:00,42.87,49444,49662,111,10660
2016-09-07 09:00,50.5,50848,52611,80,10964
2016-09-07 10:00,41.91,51434,54110,56,11155
2016-09-07 11:00,42.15,51807,54801,44,11092
2016-09-07 12:00,35,51561,56269,39,11017
2016-09-07 13:00,38.69,50881,56998,38,10934
2016-09-07 14:00,38.5,50115,55143,40,10886
2016-09-07 15:00,44.59,49912,54127,43,10769
2016-09-07 16:00,47.64,50221,53166,55,10682
2016-09-07 17:00,50.5,50642,52323,83,10604
2016-09-07 18:00,50.16,50839,51795,133,10250
2016-09-07 19:00,45.13,51585,53579,197,9958
2016-09-07 20:00,49.59,52365,51354,263,10046
2016-09-07 21:00,46.76,51212,52377,330,9848
2016-09-07 22:00,36.99,48689,48155,390,9590
2016-09-07 23:00,32.99,48405,51438,412,8918
2016-09-08 00:00,24.94,45473,47931,372,8534
2016-09-08 01:00,24.07,42716,42738,311,8209
2016-09-08 02:00,23.5,41835,42436,268,8059
2016-09-08 03:00,23.08,40649,39189,246,8090
2016-09-08 04:00,23.1,40519,38275,241,8264
2016-09-08 05:00,24.24,41034,38809,242,8939
2016-09-08 06:00,31.91,44384,42068,245,9809
2016-09-08 07:00,38.71,48513,48148,240,10458
2016-09-08 08:00,39.62,49102,50970,216,10827
2016-09-08 09:00,39.76,49803,53023,182,11036
2016-09-08 10:00,38.43,49860,54533,162,11195
2016-09-08 11:00,36.86,49963,55401,176,11142
2016-09-08 12:00,33.44,50124,56422,238,11062
2016-09-08 13:00,30,50094,56864,328,10963
2016-09-08 14:00,28.58,49424,55240,430,10849
2016-09-08 15:00,30.34,48844,54417,553,10825
2016-09-08 16:00,30.13,49008,53384,672,10767
2016-09-08 17:00,35.92,49117,52819,764,10683
2016-09-08 18:00,40.41,50625,52352,834,10388
2016-09-08 19:00,43.27,51270,53717,880,10088
2016-09-08 20:00,42.6,51651,51781,865,10194
2016-09-08 21:00,43.64,50979,52046,786,9973
2016-09-08 22:00,38.22,49787,48277,685,9668
2016-09-08 23:00,33.09,48854,51685,579,8783
2016-09-09 00:00,30.85,46213,48155,423,8387
2016-09-09 01:00,26.92,43832,42618,335,8107
2016-09-09 02:00,22.68,43132,42381,269,7985
2016-09-09 03:00,22.97,41716,39282,222,7943
2016-09-09 04:00,23.26,41330,38107,194,8137
2016-09-09 05:00,24.82,42492,38758,188,8784
2016-09-09 06:00,33.77,44447,41861,195,9675
2016-09-09 07:00,42.42,48367,47844,205,10329
2016-09-09 08:00,47,50486,50740,207,10751
2016-09-09 09:00,47.2,50940,52533,201,10921
2016-09-09 10:00,45.57,50984,54247,193,11063
2016-09-09 11:00,45.03,50404,54964,184,10985
2016-09-09 12:00,44.04,49474,55829,168,10836
2016-09-09 13:00,39.74,48639,56225,147,10711
2016-09-09 14:00,34.08,48299,54024,122,10626
2016-09-09 15:00,29.49,47348,53208,103,10531
2016-09-09 16:00,30.88,47678,51856,91,10444
2016-09-09 17:00,35.89,48177,51078,81,10255
2016-09-09 18:00,40.73,48818,50454,77,9911
2016-09-09 19:00,42.06,49677,51469,83,9593
2016-09-09 20:00,45.79,50651,49776,95,9628
2016-09-09 21:00,38.42,49473,50558,119,9391
2016-09-09 22:00,40.07,46938,47061,158,9220
2016-09-09 23:00,35.65,46598,50629,195,8582
2016-09-10 00:00,34.5,44686,47175,187,8159
2016-09-10 01:00,30.64,41978,41331,204,7856
2016-09-10 02:00,27.42,41038,40738,232,7641
2016-09-10 03:00,24.25,39564,37506,272,7570
2016-09-10 04:00,23.75,38750,35853,307,7422
2016-09-10 05:00,24.2,38601,35195,318,7709
2016-09-10 06:00,25.51,39675,36306,304,7871
2016-09-10 07:00,29.04,40150,37500,272,8413
2016-09-10 08:00,29.75,41122,38815,229,8935
2016-09-10 09:00,29.94,42137,42274,189,9316
2016-09-10 10:00,26.95,43890,44976,167,9425
2016-09-10 11:00,26.11,44313,46054,160,9509
2016-09-10 12:00,25.37,44443,48041,165,9233
2016-09-10 13:00,23.06,43184,49563,180,9041
2016-09-10 14:00,23.06,41953,46106,206,8860
2016-09-10 15:00,25.61,41357,45304,253,8827
2016-09-10 16:00,28.65,41208,43868,321,8887
2016-09-10 17:00,31.99,42372,42930,376,8987
2016-09-10 18:00,34.05,44111,43391,399,8924
2016-09-10 19:00,38.7,44817,44669,397,8859
2016-09-10 20:00,38.98,45096,43904,381,8935
2016-09-10 21:00,34.08,45076,44797,374,8760
2016-09-10 22:00,41.12,44821,42932,380,8491
2016-09-10 23:00,41.76,44293,47048,383,7947
2016-09-11 00:00,19.47,43380,44507,390,7665
2016-09-11 01:00,22.87,39658,39230,393,7347
2016-09-11 02:00,22.51,38846,38563,339,7169
2016-09-11 03:00,21.73,37665,35418,276,7143
2016-09-11 04:00,21.1,37292,33690,274,7164
2016-09-11 05:00,22.09,36925,32925,268,7316
2016-09-11 06:00,22.94,37159,33377,201,7378
2016-09-11 07:00,22.93,37860,33276,120,7649
2016-09-11 08:00,24.07,37992,33780,63,8155
2016-09-11 09:00,25.11,39500,36931,31,8513
2016-09-11 10:00,24.96,39599,39453,17,8860
2016-09-11 11:00,25.48,39747,41552,13,9056
2016-09-11 12:00,25.16,40017,44025,12,8785
2016-09-11 13:00,24.54,40283,46005,16,8522
2016-09-11 14:00,23.48,39806,42002,20,8372
2016-09-11 15:00,23.42,39902,40558,22,8256
2016-09-11 16:00,24.01,40756,39406,22,8377
2016-09-11 17:00,28.73,42119,38514,22,8688
2016-09-11 18:00,36.36,43216,39646,24,8817
2016-09-11 19:00,39.85,44488,42077,32,8875
2016-09-11 20:00,42.57,46134,43062,49,9003
2016-09-11 21:00,38.93,46999,44797,76,8854
2016-09-11 22:00,36.14,46213,42602,112,8506
2016-09-11 23:00,32.41,46367,46658,144,7966
2016-09-12 00:00,34.12,44598,43705,118,7603
2016-09-12 01:00,30.55,42996,38691,154,7369
2016-09-12 02:00,25.65,42779,38192,192,7340
2016-09-12 03:00,22.15,41935,35658,228,7286
2016-09-12 04:00,22.75,41184,34376,266,7687
2016-09-12 05:00,25.1,41961,35651,307,8528
2016-09-12 06:00,36.69,45788,39163,344,9412
2016-09-12 07:00,43,49213,45081,358,10113
2016-09-12 08:00,51.59,50143,48099,335,10637
2016-09-12 09:00,56.25,51827,50395,284,10830
2016-09-12 10:00,57.48,51942,51986,229,10988
2016-09-12 11:00,60.71,52148,53152,184,10958
2016-09-12 12:00,65.4,51226,54430,145,10901
2016-09-12 13:00,65.45,50899,55345,110,10768
2016-09-12 14:00,60.89,50409,53482,81,10734
2016-09-12 15:00,53.71,49970,53042,63,10560
2016-09-12 16:00,54.49,50626,51959,51,10534
2016-09-12 17:00,53.16,50751,50341,43,10544
2016-09-12 18:00,60.02,51216,50785,47,10246
2016-09-12 19:00,70.42,52894,52543,68,9962
2016-09-12 20:00,71.78,53374,50845,110,10045
2016-09-12 21:00,79.44,53061,50975,179,9710
2016-09-12 22:00,48.05,50845,47917,270,9423
2016-09-12 23:00,39.4,50391,51218,347,8970
2016-09-13 00:00,30.73,46692,47743,337,8479
2016-09-13 01:00,27.07,44313,42632,361,8246
2016-09-13 02:00,24.15,44051,42602,367,8099
2016-09-13 03:00,23.52,42686,39607,358,8111
2016-09-13 04:00,23.55,42953,38376,350,8314
2016-09-13 05:00,26.39,42879,39027,350,8917
2016-09-13 06:00,37.48,46137,42245,349,9805
2016-09-13 07:00,44.44,48842,48213,335,10461
2016-09-13 08:00,51.33,50260,50600,295,10743
2016-09-13 09:00,64.46,51408,52919,240,10890
2016-09-13 10:00,74.3,52334,54267,192,11055
2016-09-13 11:00,74.41,52522,55364,160,10992
2016-09-13 12:00,65.29,52626,56769,146,10910
2016-09-13 13:00,68.58,51775,57419,148,10887
2016-09-13 14:00,70.14,50929,56227,152,10863
2016-09-13 15:00,68.39,50698,55559,157,10746
2016-09-13 16:00,100,50864,54575,165,10724
2016-09-13 17:00,70.49,51158,53154,187,10630
2016-09-13 18:00,67.8,52385,52893,235,10320
2016-09-13 19:00,58.3,53027,53999,312,9990
2016-09-13 20:00,67.8,53407,52114,393,10211
2016-09-13 21:00,64.87,52140,52214,464,9888
2016-09-13 22:00,44.9,51077,48735,518,9523
2016-09-13 23:00,34.21,50950,52271,541,8906
2016-09-14 00:00,31.04,49219,48184,475,8517
2016-09-14 01:00,27.42,45859,43141,477,8160
2016-09-14 02:00,26.67,45640,43047,465,7988
2016-09-14 03:00,24.55,45294,39558,445,7995
2016-09-14 04:00,22.9,45199,38659,442,8225
2016-09-14 05:00,27.06,45311,39056,472,8808
2016-09-14 06:00,34.97,46193,42293,516,9737
2016-09-14 07:00,54.6,49839,47758,535,10290
2016-09-14 08:00,48.88,51032,50304,471,10750
2016-09-14 09:00,63.7,52319,52766,342,10974
2016-09-14 10:00,60.75,53163,54396,221,11217
2016-09-14 11:00,60.39,53413,55498,146,11141
2016-09-14 12:00,58,53186,56922,108,11054
2016-09-14 13:00,59.01,52714,57628,90,10955
2016-09-14 14:00,52.13,52094,55930,84,10960
2016-09-14 15:00,50.64,51796,55044,88,10814
2016-09-14 16:00,50.41,50973,53640,101,10646
2016-09-14 17:00,57.08,51136,52246,123,10482
2016-09-14 18:00,55.27,51441,51798,166,10189
2016-09-14 19:00,48.83,52731,53028,225,9956
2016-09-14 20:00,48.94,53647,50925,288,10121
2016-09-14 21:00,44.2,52976,51457,345,9775
2016-09-14 22:00,43.2,51941,47368,396,9413
2016-09-14 23:00,35.18,51265,50782,426,8941
2016-09-15 00:00,32.83,48547,47418,346,8544
2016-09-15 01:00,28.37,46395,42009,374,8258
2016-09-15 02:00,26.51,45777,41752,394,8108
2016-09-15 03:00,21.27,44608,38236,406,8098
2016-09-15 04:00,21.35,44206,37375,434,8392
2016-09-15 05:00,24.65,44791,37856,475,8991
2016-09-15 06:00,30.86,46031,41167,512,9966
2016-09-15 07:00,44.06,49777,47058,523,10467
2016-09-15 08:00,49.32,51219,49696,486,10836
2016-09-15 09:00,49.69,52363,51590,414,11055
2016-09-15 10:00,48.38,52166,53286,337,11210
2016-09-15 11:00,48.17,52698,54329,265,11201
2016-09-15 12:00,47.12,52492,55292,210,11116
2016-09-15 13:00,46.81,51799,55683,182,11028
2016-09-15 14:00,49.21,50975,54229,169,10880
2016-09-15 15:00,47.57,50706,53136,168,10824
2016-09-15 16:00,47.34,50368,51622,180,10841
2016-09-15 17:00,55,50143,50127,222,10783
2016-09-15 18:00,52.34,50758,50029,321,10473
2016-09-15 19:00,47.45,51877,51050,467,10227
2016-09-15 20:00,48.91,53229,49629,566,10411
2016-09-15 21:00,44,52142,49284,595,9983
2016-09-15 22:00,41.74,50775,45753,628,9632
2016-09-15 23:00,38.33,50166,49417,637,8728
2016-09-16 00:00,35,47651,46475,477,8314
2016-09-16 01:00,28.04,45781,41125,435,8130
2016-09-16 02:00,26.57,45372,41039,411,7963
2016-09-16 03:00,21.65,42603,37910,404,8020
2016-09-16 04:00,20.35,43732,36717,421,8135
2016-09-16 05:00,22.59,44540,37459,459,8674
2016-09-16 06:00,32.49,47248,40800,511,9662
2016-09-16 07:00,40.94,49450,46591,564,10248
2016-09-16 08:00,46.46,51424,49071,601,10656
2016-09-16 09:00,47.66,51807,50638,623,10834
2016-09-16 10:00,45.56,52193,52349,648,10922
2016-09-16 11:00,45.47,51910,53253,683,10934
2016-09-16 12:00,42.49,51905,54129,719,10762
2016-09-16 13:00,39.84,50995,54452,734,10667
2016-09-16 14:00,37.86,50371,52339,704,10540
2016-09-16 15:00,35.31,49633,51208,658,10431
2016-09-16 16:00,35.61,49305,49481,629,10403
2016-09-16 17:00,38.28,49631,47839,600,10247
2016-09-16 18:00,40.1,50066,47750,610,9966
2016-09-16 19:00,41.75,50639,48680,690,9786
2016-09-16 20:00,40.99,51163,47668,769,9856
2016-09-16 21:00,36.5,50199,47442,816,9517
2016-09-16 22:00,31.9,48892,44200,853,9234
2016-09-16 23:00,29.99,46920,47997,872,8438
2016-09-17 00:00,32.87,44677,45054,785,8017
2016-09-17 01:00,26.32,42060,39797,763,7684
2016-09-17 02:00,24.08,41272,39290,725,7477
2016-09-17 03:00,22.81,40437,36199,659,7325
2016-09-17 04:00,22.25,39602,34596,579,7303
2016-09-17 05:00,22.91,39535,34026,503,7561
2016-09-17 06:00,24.91,40330,35357,432,7768
2016-09-17 07:00,27.92,40727,36998,376,8338
2016-09-17 08:00,31.41,41675,37720,327,8930
2016-09-17 09:00,36.93,44081,40819,278,9346
2016-09-17 10:00,36.91,44285,43483,239,9421
2016-09-17 11:00,36.08,44129,44440,199,9565
2016-09-17 12:00,36.29,43263,46339,153,9250
2016-09-17 13:00,31.28,42964,47751,116,9065
2016-09-17 14:00,30,42886,44385,98,8890
2016-09-17 15:00,29.04,42640,42967,103,8838
2016-09-17 16:00,24.93,42364,41310,134,8869
2016-09-17 17:00,27.85,42041,39967,174,8958
2016-09-17 18:00,35.32,43541,40720,212,8927
2016-09-17 19:00,32.52,44922,42245,253,8872
2016-09-17 20:00,40,45228,42280,298,8927
2016-09-17 21:00,36.2,44771,42013,339,8630
2016-09-17 22:00,32.52,44390,40238,378,8410
2016-09-17 23:00,26.9,45018,44467,404,7922
2016-09-18 00:00,41.51,43171,42681,282,7611
2016-09-18 01:00,28,40275,37815,264,7351
2016-09-18 02:00,21.94,39867,37045,258,7261
2016-09-18 03:00,20.97,37654,34271,269,7241
2016-09-18 04:00,18.59,37746,32503,293,7240
2016-09-18 05:00,19.53,37118,31817,311,7412
2016-09-18 06:00,20.92,37667,32481,317,7556
2016-09-18 07:00,20.73,38334,32890,317,7804
2016-09-18 08:00,22.77,38551,33233,302,8308
2016-09-18 09:00,24.78,38942,36019,273,8641
2016-09-18 10:00,24.56,40133,38252,243,8910
2016-09-18 11:00,30.43,40302,39992,218,9082
2016-09-18 12:00,33.5,41304,42379,203,8841
2016-09-18 13:00,25.38,41084,44057,198,8523
2016-09-18 14:00,23.67,40388,39772,204,8368
2016-09-18 15:00,22.93,40341,37940,222,8258
2016-09-18 16:00,23.2,40439,36698,243,8345
2016-09-18 17:00,27.16,40754,35767,260,8561
2016-09-18 18:00,32.54,41411,37148,270,8726
2016-09-18 19:00,40.56,43367,39727,273,8861
2016-09-18 20:00,51.8,44564,41729,268,9018
2016-09-18 21:00,47.81,44609,42330,252,8756
2016-09-18 22:00,41,43507,39924,229,8393
2016-09-18 23:00,32.77,44213,43872,195,7947
2016-09-19 00:00,31.26,43310,41727,127,7628
2016-09-19 01:00,26.35,41224,37399,116,7370
2016-09-19 02:00,23.78,40553,36631,108,7336
2016-09-19 03:00,22.44,40270,34388,102,7317
2016-09-19 04:00,22.05,40110,33211,99,7641
2016-09-19 05:00,23.91,41593,34250,97,8524
2016-09-19 06:00,36.06,44084,37934,92,9452
2016-09-19 07:00,42.31,47432,44349,83,10091
2016-09-19 08:00,44.6,48698,47325,63,10527
2016-09-19 09:00,43.91,49728,49252,42,10706
2016-09-19 10:00,43.95,49914,50468,30,10868
2016-09-19 11:00,43.97,49966,51471,28,10820
2016-09-19 12:00,43.66,49548,52494,38,10761
2016-09-19 13:00,41.34,49465,53255,60,10629
2016-09-19 14:00,42.03,49152,51109,84,10725
2016-09-19 15:00,43,48965,50124,99,10433
2016-09-19 16:00,42.63,48579,48949,108,10400
2016-09-19 17:00,44,48665,47355,110,10417
2016-09-19 18:00,45.19,49283,47589,108,10143
2016-09-19 19:00,46.59,50502,49723,106,9968
2016-09-19 20:00,46.18,51329,49490,104,10030
2016-09-19 21:00,44,50347,47791,103,9669
2016-09-19 22:00,41.09,48550,44686,103,9268
2016-09-19 23:00,40.5,48581,47870,97,8633
2016-09-20 00:00,34.25,46879,45458,42,8272
2016-09-20 01:00,26.4,44006,40693,34,7955
2016-09-20 02:00,27.27,44483,40541,28,7836
2016-09-20 03:00,23.06,44279,37614,24,7857
2016-09-20 04:00,23.44,44428,36182,20,8149
2016-09-20 05:00,26.13,44815,36724,18,8792
2016-09-20 06:00,40.69,46959,39952,17,9791
2016-09-20 07:00,46,49673,46413,16,10387
2016-09-20 08:00,52.31,50489,48701,15,10689
2016-09-20 09:00,58.95,51245,50911,13,10889
2016-09-20 10:00,46.79,51543,52016,13,11033
2016-09-20 11:00,50,51845,52867,14,10956
2016-09-20 12:00,47.25,51209,53980,15,10788
2016-09-20 13:00,46.41,51007,54546,18,10782
2016-09-20 14:00,46.5,51091,52633,20,10712
2016-09-20 15:00,52.06,50222,51342,21,10598
2016-09-20 16:00,58.08,50078,50061,24,10616
2016-09-20 17:00,56.75,50328,48837,31,10568
2016-09-20 18:00,52.19,51187,48559,43,10233
2016-09-20 19:00,50.06,51957,50513,60,10136
2016-09-20 20:00,60.17,52891,50405,75,10172
2016-09-20 21:00,46.32,51629,48596,85,9729
2016-09-20 22:00,45,49864,45138,92,9329
2016-09-20 23:00,41.02,49918,48466,89,8402
2016-09-21 00:00,38.45,47922,45449,51,8018
2016-09-21 01:00,32.59,45733,40910,44,7786
2016-09-21 02:00,27.83,45367,40548,40,7685
2016-09-21 03:00,24.13,44029,37562,37,7660
2016-09-21 04:00,24.09,43959,36323,36,7956
2016-09-21 05:00,27.2,45052,36688,35,8552
2016-09-21 06:00,36.97,47952,40119,32,9568
2016-09-21 07:00,48.19,49978,46361,28,10061
2016-09-21 08:00,49.71,51149,48917,23,10523
2016-09-21 09:00,49.69,51717,51363,19,10799
2016-09-21 10:00,49.04,51890,52652,19,10977
2016-09-21 11:00,48.36,52053,53202,22,10954
2016-09-21 12:00,44.96,51846,54473,24,10774
2016-09-21 13:00,43.5,51157,55192,22,10690
2016-09-21 14:00,43.52,51019,52843,20,10573
2016-09-21 15:00,43.07,50575,51600,17,10422
2016-09-21 16:00,42.14,50572,50308,16,10355
2016-09-21 17:00,42.94,50606,49163,20,10217
2016-09-21 18:00,45,50865,48741,33,9916
2016-09-21 19:00,48.75,52096,50910,58,9781
2016-09-21 20:00,48.69,52522,50470,85,9815
2016-09-21 21:00,46.22,51357,48849,107,9402
2016-09-21 22:00,44,50301,45308,127,8918
2016-09-21 23:00,41,50767,48556,141,8214
2016-09-22 00:00,38.82,49072,45804,128,7923
2016-09-22 01:00,33.65,47164,41106,137,7689
2016-09-22 02:00,27.55,46596,40818,143,7582
2016-09-22 03:00,24.26,45008,37639,146,7686
2016-09-22 04:00,24.24,45095,36437,150,7935
2016-09-22 05:00,27.16,45719,36933,160,8475
2016-09-22 06:00,40.04,48189,40532,176,9558
2016-09-22 07:00,46.01,50703,47094,185,10003
2016-09-22 08:00,49.21,51777,49839,174,10323
2016-09-22 09:00,49.41,52100,51727,146,10547
2016-09-22 10:00,43.89,51879,52943,119,10725
2016-09-22 11:00,45.15,51646,53332,100,10737
2016-09-22 12:00,42.93,51203,54212,93,10756
2016-09-22 13:00,43.87,50641,54460,92,10587
2016-09-22 14:00,46.87,50153,52473,95,10479
2016-09-22 15:00,43.6,50069,51288,95,10323
2016-09-22 16:00,43,49513,49972,93,10323
2016-09-22 17:00,43.3,50060,49143,95,10285
2016-09-22 18:00,45.15,51236,49078,104,10019
2016-09-22 19:00,49.06,52830,51006,122,9953
2016-09-22 20:00,49.09,52809,51127,144,9848
2016-09-22 21:00,43.25,51406,49104,170,9388
2016-09-22 22:00,40.3,50403,45613,198,9073
2016-09-22 23:00,38.58,50673,49048,214,8488
2016-09-23 00:00,40.73,49593,46326,214,8110
2016-09-23 01:00,32.45,47284,41430,211,7814
2016-09-23 02:00,31.13,46689,41079,206,7645
2016-09-23 03:00,25.96,45145,38445,210,7651
2016-09-23 04:00,25.62,44869,37075,223,7878
2016-09-23 05:00,31.35,45478,37779,218,8458
2016-09-23 06:00,42.27,48520,41334,189,9580
2016-09-23 07:00,49,51028,47841,157,10012
2016-09-23 08:00,50.44,52061,50547,127,10363
2016-09-23 09:00,49.77,52549,52007,104,10479
2016-09-23 10:00,50.45,52220,53105,88,10563
2016-09-23 11:00,48.25,52294,53299,75,10508
2016-09-23 12:00,43.05,51040,54081,65,10369
2016-09-23 13:00,42.09,50350,54305,60,10230
2016-09-23 14:00,41.8,50323,51814,58,10110
2016-09-23 15:00,40.69,49813,50844,55,10027
2016-09-23 16:00,40.79,49209,49402,48,10029
2016-09-23 17:00,41.44,50269,48022,40,9957
2016-09-23 18:00,44.3,50987,48187,40,9683
2016-09-23 19:00,47.06,53366,49785,43,9788
2016-09-23 20:00,49.22,53182,50510,42,9611
2016-09-23 21:00,43.54,51207,48505,39,9333
2016-09-23 22:00,44,49254,45196,49,9064
2016-09-23 23:00,42.41,48169,48886,74,8454
2016-09-24 00:00,41.47,45878,45980,114,8021
2016-09-24 01:00,34.58,43862,40550,161,7727
2016-09-24 02:00,35.66,41727,39795,198,7622
2016-09-24 03:00,27.88,38963,36751,228,7500
2016-09-24 04:00,24.65,37999,35209,266,7456
2016-09-24 05:00,24.59,38305,34605,320,7732
2016-09-24 06:00,27.87,39017,36187,383,8063
2016-09-24 07:00,31.15,41486,38530,426,8522
2016-09-24 08:00,34.78,42218,39522,425,9080
2016-09-24 09:00,36.89,43281,42341,394,9428
2016-09-24 10:00,37.45,43467,44250,366,9500
2016-09-24 11:00,36.07,43537,44754,361,9622
2016-09-24 12:00,34.48,43280,46680,380,9343
2016-09-24 13:00,26.43,42536,47988,416,9126
2016-09-24 14:00,24.4,41070,44373,453,8931
2016-09-24 15:00,24.93,40608,43331,479,8876
2016-09-24 16:00,28.01,40772,41915,493,8978
2016-09-24 17:00,34.58,41782,40881,502,9055
2016-09-24 18:00,38.08,44086,41988,525,8939
2016-09-24 19:00,42.63,45652,43812,576,8979
2016-09-24 20:00,40.99,46452,45593,660,8991
2016-09-24 21:00,34.53,44497,43836,763,8663
2016-09-24 22:00,31.15,43069,41737,859,8450
2016-09-24 23:00,27.77,43661,45915,921,7800
2016-09-25 00:00,24.58,40803,44217,1002,7472
2016-09-25 01:00,22.51,38761,39138,1008,7119
2016-09-25 02:00,20.55,38101,38691,1016,7011
2016-09-25 03:00,17.84,37372,35097,1034,6945
2016-09-25 04:00,17.7,37377,33254,1061,6947
2016-09-25 05:00,19.68,37298,32480,1093,7144
2016-09-25 06:00,20.09,37407,33386,1118,7368
2016-09-25 07:00,21.47,37751,34750,1106,7665
2016-09-25 08:00,22.45,38118,34908,1028,8194
2016-09-25 09:00,22.95,38730,37170,894,8531
2016-09-25 10:00,21.76,39131,39478,750,8821
2016-09-25 11:00,23.73,39478,41003,645,9069
2016-09-25 12:00,23.77,40358,43549,607,8782
2016-09-25 13:00,23.72,39631,45252,615,8460
2016-09-25 14:00,15.48,38434,40797,623,8327
2016-09-25 15:00,15.02,37750,39435,632,8240
2016-09-25 16:00,19.76,38486,38216,644,8354
2016-09-25 17:00,26.55,39417,37272,606,8580
